nombre|artista|duracion
Electric Feel|MGMT|229640
Dream Of You|Josha Daniel|246857
Rush|Quentyn|247200
Home|New Spell|237875
Open Up|Josha Daniel|231207
Megaton Mile|Local Natives|266533
Moving On|Quentyn|221538
Synchro|The Able Bodies|304138
In the End (Lost Tapes)|Röyksopp|376721
Jerusalem - Pt. 2|Quentyn|163240
Long Shot - Mount Pleasant Remix|Transviolet|223590
parallel world|teepee|202613
On Your Mind|Quentyn|204522
A Part|INTET|190427
Vermin|dolorifics|197293
Mono|Sacred Animals|199621
Dead of the Night|Strath|259124
Hourglass|Imitating Aeroplanes|208748
Innocence|Quentyn|182951
Lone Wolf|Nathaniel Stewart|269152
P.D.R.|The Bergamot|242426
Home Tonight|Quentyn|210000
Breathe|Electric Shore|246930
Damage Control|Perttu|197634
Deliverance|CHVRCHES|252838
Higher|Quentyn|203077
Free Your Soul|Devin Farney|220277
Make Up Your Mind|KEV|233813
Arrive|Quentyn|187317
Time to Find Someone|Bildjan|166478
Breaking Kind|Steve Angello|200627
Monster|Quentyn|217570
Crazy Eights|Futurist|358720
Nightride|Carl Louis|273801
City Vocabulary|Hause Plants|184756
Moving On|Roosevelt|283007
On the Weekend - Phantoms Remix|Moli|227306
The Highway|The Restless Age|210571
Red Lights|Maximum Love|209714
Paradise|So So Sun|215102
Sundown|EAUXMAR|153714
Body Double|Dance Yourself Clean|182053
One Last Time|Kirmont|277110
Painting Pictures|TOFFE|209166
Highlight of My Week|East Harbor|161280
She Said|Michael Moawad|206375
Let It Happen|Tame Impala|467585
Don't Let Me Down|The Chainsmokers|208373
Closer (feat. Halsey)|The Chainsmokers|244960
If I Lose Myself - Alesso vs OneRepublic|OneRepublic|215187
Faded|Alan Walker|212627
Light It Up (feat. Nyla & Fuse ODG) [Remix]|Major Lazer|166138
Rockabye (feat. Sean Paul & Anne-Marie)|Clean Bandit|251088
One Dance|Drake|173987
Kill Em With Kindness|Selena Gomez|217907
Feel Good|Gryffin|248156
Chained To The Rhythm|Katy Perry|237915
Side To Side|Ariana Grande|226160
Starving|Hailee Steinfeld|181880
Work from Home (feat. Ty Dolla $ign)|Fifth Harmony|214480
Runaway (U & I)|Galantis|227074
Something Just Like This|The Chainsmokers|247627
Rather Be (feat. Jess Glynne)|Clean Bandit|227833
Red Lights|Tiësto|263890
Chained To The Rhythm|Katy Perry|237915
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""|ZAYN|245200
The Hills|The Weeknd|242519
No Lie|Sean Paul|221176
This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners|Kungs|195547
Don't Wanna Know|Maroon 5|214480
Never Give Up|Sia|221987
Love You Like A Love Song|Selena Gomez & The Scene|188453
I Want You To Know|Zedd|239999
Price Tag|Jessie J|223053
First Time|Kygo|193511
Policeman - Radio Edit|Eva Simons|194400
Hey Baby|Dimitri Vegas & Like Mike|191213
I Got You|Bebe Rexha|191812
Despacito - Remix|Luis Fonsi|228827
Roar|Katy Perry|223546
E.T.|Katy Perry|206373
No Vacancy|OneRepublic|223190
Know No Better (feat. Travis Scott, Camila Cabello & Quavo)|Major Lazer|225850
The Ocean (feat. Shy Martin)|Mike Perry|183414
All In My Head (Flex) (feat. Fetty Wap)|Fifth Harmony|210573
Sing Me to Sleep|Alan Walker|189333
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")"|Justin Timberlake|236002
Alone|Alan Walker|161200
Starboy|The Weeknd|230453
Swalla (feat. Nicki Minaj & Ty Dolla $ign)|Jason Derulo|216409
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)|Major Lazer|203180
2U (feat. Justin Bieber)|David Guetta|194897
Good Life (with G-Eazy & Kehlani)|G-Eazy|225520
It Ain't Me (with Selena Gomez)|Kygo|220781
There's Nothing Holdin' Me Back|Shawn Mendes|199440
Wake Me Up - Radio Edit|Avicii|247427
Levels - Radio Edit|Avicii|199904
Versace On The Floor (Bruno Mars vs. David Guetta)|Bruno Mars|228300
Safe And Sound|Capital Cities|192693
Middle|DJ Snake|220573
Too Good|Drake|263373
You Know You Like It|DJ Snake|247267
Voodoo Song - Radio Edit|Willy William|195858
Whatever It Takes|Imagine Dragons|201240
I'm In Control|AlunaGeorge|209425
How Deep Is Your Love|Calvin Harris|212640
This Is What You Came For|Calvin Harris|222160
Outside|Calvin Harris|227267
Feel So Close - Radio Edit|Calvin Harris|206413
What Lovers Do (feat. SZA)|Maroon 5|199849
Hurtin' Me|Stefflon Don|212815
No Lie|Sean Paul|221176
Trumpets (feat. Sean Paul)|Sak Noel|206400
Let Me Love You - Sean Paul Remix|DJ Snake|215560
Wild Ones (feat. Sia)|Flo Rida|232947
Stereo Love - Radio Edit|Edward Maya|184573
Titanium (feat. Sia)|David Guetta|245040
Shake It Off|Taylor Swift|219200
Poker Face|Lady Gaga|237200
Chandelier|Sia|216120
A Different Way (with Lauv)|DJ Snake|198286
Locked Out of Heaven|Bruno Mars|233478
That's What I Like|Bruno Mars|206693
Dark Horse|Katy Perry|215672
Panda|Desiigner|246761
Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix|Lana Del Rey|214912
New Rules|Dua Lipa|209320
Scared to Be Lonely|Martin Garrix|220883
Feels (feat. Pharrell Williams, Katy Perry & Big Sean)|Calvin Harris|223413
Mama|Jonas Blue|184134
Nobody Compares To You|Gryffin|231383
Particula (feat. DJ Maphorisa, Nasty C, Ice Prince, Patoranking & Jidenna)|Major Lazer|204655
Options (feat. Stephen Marley)|Pitbull|239760
What Lovers Do (feat. SZA)|Maroon 5|199849
Pumped Up Kicks|Foster The People|239600
Sugar (feat. Francesco Yates)|Robin Schulz|219043
Cheap Thrills|Sia|211667
Can't Stop Dancin'|Becky G|198853
I Took A Pill In Ibiza - Seeb Remix|Mike Posner|197933
Middle|DJ Snake|220573
Cake By The Ocean|DNCE|218440
Summer|Calvin Harris|222533
Where Are Ü Now (with Justin Bieber)|Jack Ü|250286
Wait|Maroon 5|190643
You Don't Want Love|Heikki L|226120
Bang My Head (feat. Sia & Fetty Wap)|David Guetta|193333
Heartbreak Back|Frank Walker|216848
Better Now|Post Malone|231267
thank u, next|Ariana Grande|207333
Sunflower - Spider-Man: Into the Spider-Verse|Post Malone|158053
This Feeling (feat. Kelsea Ballerini)|The Chainsmokers|199227
Nuh Ready Nuh Ready|Calvin Harris|184172
Electricity (with Dua Lipa)|Silk City|238173
Guilty|Neon Dreams|165749
Better|Khalid|229320
breathin|Ariana Grande|198160
Wish You Well (feat. Trove)|Famba|181295
Without Me|Halsey|201661
Silence|Marshmello|180823
Happier|Marshmello|214290
Eastside (with Halsey & Khalid)|benny blanco|173800
Love No More|Loud Luxury|168636
Promises (with Sam Smith)|Calvin Harris|213309
With You|Tyler Shaw|200730
Let You Love Me|Rita Ora|190000
Woman Like Me (feat. Nicki Minaj)|Little Mix|228207
Close To Me (with Diplo) (feat. Swae Lee)|Ellie Goulding|182623
High On Life (feat. Bonn)|Martin Garrix|230762
Giant (with Rag'n'Bone Man)|Calvin Harris|229184
Mama|Jonas Blue|184134
Lost in the Fire|Gesaffelstein|202093
Wow.|Post Malone|149520
Dancing With A Stranger (with Normani)|Sam Smith|171030
San Francisco (feat. Sofia Carson)|Galantis|154877
Lucky Strike|Troye Sivan|208967
Hope|The Chainsmokers|180120
Bad Liar|Imagine Dragons|260773
Nothing Breaks Like a Heart (feat. Miley Cyrus)|Mark Ronson|217467
Move On|Mike Posner|178427
No Candle No Light (feat. Nicki Minaj)|ZAYN|193399
Treat You Better - Single Edit|RÜFÜS DU SOL|218306
Mama (feat. Ellie Goulding)|Clean Bandit|189973
Better To Lie (with Jesse & Swae Lee)|benny blanco|176056
Should've Known Better (feat. Anne-Marie)|Clean Bandit|215080
Empty Space|James Arthur|214227
I Found You (with Calvin Harris)|benny blanco|191496
Dreams|Bazzi|147021
Feeling of Falling|Cheat Codes|216789
Mountains|Sia|194733
My Way (ft. Alice Berg)|Nicky Romero|178286
Blow That Smoke (feat. Tove Lo)|Major Lazer|223000
Never Let You Go (feat. Sofia Reyes)|Slushii|162538
Twenty One|Greyson Chance|192766
Swan Song|Dua Lipa|182075
There You Are|ZAYN|199600
Like I Love You|Lost Frequencies|190174
How You've Been - Black Caviar Remix|R3HAB|199322
All Into Nothing|R3HAB|161400
Suncity (feat. Empress Of)|Khalid|189493
i'm so tired...|Lauv|162583
Chlorine|Twenty One Pilots|324467
Grip|Seeb|198075
Bones (feat. OneRepublic)|Galantis|205793
Play|Jax Jones|186240
Nights Like This (feat. Ty Dolla $ign)|Kehlani|201788
Call You (feat. Nasri of MAGIC!)|Cash Cash|219451
How You Love Me (feat. Conor Maynard & Snoop Dogg)|Hardwell|194286
Bye Bye (feat. Ivy Adara)|Gryffin|210928
So Close|NOTD|190302
imagine|Ariana Grande|212293
Happy Now|Kygo|211362
You Remind Me (feat. Stanaj)|Gryffin|217250
Sweet but Psycho|Ava Max|187436
Scared of Love|Rudimental|203000
Don't Kill My High|Lost Kings|180333
Lost Control|Alan Walker|222320
Done Da Da|Massari|177102
Who Do You Love|The Chainsmokers|226747
Speechless (feat. Erika Sirola)|Robin Schulz|214942
Solo (feat. Demi Lovato)|Clean Bandit|222653
Beautiful (feat. Camila Cabello)|Bazzi|180000
Rise|Jonas Blue|194408
1999|Charli XCX|189000
Right Now|Nick Jonas|201680
No Place|Backstreet Boys|179747
Happy Now|Zedd|207030
Hold Me (feat. Frank Kadillac)|Ria Mae|188280
LET YOU BE RIGHT|Meghan Trainor|176944
Night Like This|Shawn Desman|231360
High School Dropout|Neon Dreams|184552
Slow Hands|Niall Horan|188174
Undrunk|FLETCHER|183428
Best I Ever Had|Drake|258760
Connection|OneRepublic|148460
Yours|Lo Lo|166116
8 Letters|Why Don't We|190027
Better When You're Gone|David Guetta|192402
No Sleep (feat. Bonn)|Martin Garrix|207095
You Say|Lauren Daigle|274693
Don't Call Me Up|Mabel|178480
MONOPOLY (with Victoria Monét)|Ariana Grande|158587
Preach|John Legend|236880
Love Me|Felix Cartal|194872
Can't Breathe|Fefe Dobson|224213
Doin’ Dirt|Maroon 5|211427
DCMO (Don't Count Me Out)|LU KALA|172687
In the Name of Love|Martin Garrix|195707
Kill Em With Kindness|Selena Gomez|217907
I Would Like|Zara Larsson|226720
Instant Crush|Daft Punk|337560
Faded - Dash Berlin Remix|Alan Walker|215307
One More Time|Daft Punk|320357
Never Forget You|Zara Larsson|213428
Smash the Funk|GRiZ|410204
Go Fuck Yourself|Two Feet|129600
Starboy|The Weeknd|230467
Cheap Thrills|Sia|224813
We Don't Talk Anymore|Charlie Puth|217707
Where Is The Love?|The Black Eyed Peas|272533
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016)|David Guetta|207273
Light It Up (feat. Nyla & Fuse ODG) - Remix|Major Lazer|166138
Cold Water (feat. Justin Bieber & MØ)|Major Lazer|185352
Lush Life|Zara Larsson|201122
Sex|Cheat Codes|228361
No Money|Galantis|189127
Heathens|Twenty One Pilots|195920
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")"|P!nk|215414
Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)|Lil Wayne|243491
Shots - Broiler Remix|Imagine Dragons|190999
GDFR (feat. Sage the Gemini & Lookas)|Flo Rida|190186
Roses|The Chainsmokers|226739
PILLOWTALK|ZAYN|202747
Panda|Desiigner|247867
7/11|Beyoncé|213507
One Dance|Drake|173975
Watch Out For This (Bumaye)|Major Lazer|269147
Dangerous (feat. Sam Martin)|David Guetta|203641
Radioactive|Imagine Dragons|186813
Me, Myself & I|G-Eazy|251467
Pump It|The Black Eyed Peas|213067
Send My Love (To Your New Lover)|Adele|223080
She Wolf (Falling to Pieces) (feat. Sia)|David Guetta|222500
Rise (feat. Skylar Grey)|David Guetta|235385
Blame|Calvin Harris|212960
Waiting For Love|Avicii|230613
Bad (feat. Vassy) - Radio Edit|David Guetta|170625
Powerful (feat. Ellie Goulding & Tarrus Riley)|Major Lazer|206327
Want to Want Me|Jason Derulo|207719
I Took A Pill In Ibiza - Seeb Remix|Mike Posner|197933
Faded|Alan Walker|212627
Cake By The Ocean|DNCE|218440
Locked Away|R. City|227480
Don't Worry (with Ray Dalton) - Radio Edit|Madcon|214789
Chandelier|Sia|216120
Time of Our Lives|Pitbull|229360
Sexy Bitch (feat. Akon)|David Guetta|195853
Stressed Out|Twenty One Pilots|202333
I Can Only Imagine (feat. Chris Brown & Lil Wayne)|David Guetta|209533
Shot Me Down (feat. Skylar Grey) - Radio Edit|David Guetta|191412
Can't Feel My Face|The Weeknd|213520
Dark Horse|Katy Perry|215672
Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)|David Guetta|192560
Paradise|Coldplay|278719
Where Them Girls At (feat. Nicki Minaj & Flo Rida)|David Guetta|194840
If It Ain't Love|Jason Derulo|203105
Work from Home|Fifth Harmony|216575
"Love Me Like You Do - From ""Fifty Shades Of Grey"""|Ellie Goulding|252534
Ride|Twenty One Pilots|214507
Fast Car|Jonas Blue|212424
Hotline Bling|Drake|267024
Marvin Gaye|Charlie Puth|190453
Sing Me to Sleep|Alan Walker|189333
Stay (feat. Maty Noyes)|Kygo|239465
Hymn for the Weekend - Seeb Remix|Coldplay|212647
Lean On (feat. MØ & DJ Snake)|Major Lazer|176561
Lane Boy|Twenty One Pilots|253093
The Days|Avicii|278480
On Top Of The World|Imagine Dragons|189840
The Nights|Avicii|176658
On My Mind|Ellie Goulding|213445
I Need Your Love (feat. Ellie Goulding)|Calvin Harris|234507
Burn|Ellie Goulding|231212
Lights - Single Version|Ellie Goulding|210853
FourFiveSeconds|Rihanna|188238
Give Me Everything|Pitbull|252307
Fireball (feat. John Ryan)|Pitbull|236200
Otra Era|Javiera Mena|244979
Espada|Javiera Mena|254126
Sincronía, Pegaso|Javiera Mena|285512
Intuición (feat. Li Saumet)|Javiera Mena|234027
Luz de Piedra de Luna|Javiera Mena|272227
Hasta la Verdad|Javiera Mena|292800
La Joya|Javiera Mena|207520
Dentro de ti|Javiera Mena|218600
Espejo|Javiera Mena|224133
Yo No Te Pido la Luna|Javiera Mena|223027
Sol de Invierno|Javiera Mena|264507
Sufrir|Javiera Mena|225493
Que Me Tome la Noche|Javiera Mena|208283
El Amanecer|Javiera Mena|222227
Esa Fuerza|Javiera Mena|273522
Cámara Lenta|Javiera Mena|326707
Alma|Javiera Mena|226133
Los Olores de Tu Alma|Javiera Mena|300582
Escalera|Javiera Mena|238840
Aire|Javiera Mena|227600
Cerca|Javiera Mena|224040
Noche|Javiera Mena|239960
Primera Estrella|Javiera Mena|248960
Esquemas Juveniles|Javiera Mena|214254
Quédate un Ratito Más|Javiera Mena|220499
Al Siguiente Nivel|Javiera Mena|244374
Acá Entera|Javiera Mena|209773
Todas Aquí|Javiera Mena|220693
Como Siempre Soñé|Javiera Mena|290481
La Carretera|Javiera Mena|289151
Cuando Hablamos|Javiera Mena|267801
Pide|Javiera Mena|207965
Cuando no la esperas|Javiera Mena|238253
No Te Cuesta Nada|Javiera Mena|243253
Un Audífono Tú, un Audífono Yo|Javiera Mena|192613
I.O.A.|Javiera Mena|149253
Amiga|Pol Del Sur|274200
Ahondar en Ti|Javiera Mena|200520
Está en Tus Manos|Javiera Mena|377747
Culebra, Columna y Estatua|El Último Vecino|282401
Vivir|Gepe|253175
Casan (No Puedo Bloquear Lo Que Quiero Dar)|Javiera Mena|270681
Nada|Ruzzi|209565
Ausencia|Javiera Mena|248840
Ya No Quieras Comprenderlo Todo|Javiera Mena|244946
La Risa Lenta|Javiera Mena|257254
Necesito Cambiar|Dapuntobeat|216293
Novias|El Guincho|206686
La Vida No Es Eterna|Javiera Mena|273995
Nubes de Fuego|LOS PILOTOS|282950
Sunset Lover|Petit Biscuit|238907
Light It Up - Remix|Major Lazer|166138
Roses|The Chainsmokers|225813
Something Just Like This|The Chainsmokers|247160
Closer|The Chainsmokers|245507
Jump|Van Halen|239560
Overtime|Cash Cash|246447
Middle|DJ Snake|220573
Firestone (feat. Conrad Sewell)|Kygo|273684
It Ain't Me|Kygo|220773
First Time|Kygo|194333
Stay|Zedd|210091
The Summer Is Magic (Remix Edit)|Fuff|163929
Cake By The Ocean|DNCE|219147
Set Me Free|Diplo|196010
My Life Be Like(Grits)|L. Starz|185915
Run Free|Deep Chills|170562
No Type|Rae Sremmurd|200080
Dancin (feat. Luvli) - Krono Remix|Aaron Smith|198053
Baby I'm Yours - feat. Irfane|Breakbot|215507
Perfect Strangers|Jonas Blue|196613
No Promises (feat. Demi Lovato)|Cheat Codes|223504
Let Me Love You|DJ Snake|205947
More Than You Know|Axwell /\ Ingrosso|203000
Sun Is Shining|Axwell /\ Ingrosso|254653
Solo (feat. Demi Lovato)|Clean Bandit|222707
This Girl (Kungs Vs. Cookin' On 3 Burners)|Kungs|195547
Rattle - Original Mix|Bingo Players|287184
There's Nothing Holdin' Me Back|Shawn Mendes|199440
Attention|Charlie Puth|208787
I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)|DJ Khaled|288600
Thunder|Imagine Dragons|187147
Shape of You|Ed Sheeran|233713
Feels (feat. Pharrell Williams, Katy Perry & Big Sean)|Calvin Harris|223413
Fast Car|Jonas Blue|212424
Wolves|Selena Gomez|197993
Galway Girl|Ed Sheeran|170827
Final Song|MØ|235827
Hear Me Now|Alok|194840
Let Me Go (with Alesso, Florida Georgia Line & watt)|Hailee Steinfeld|174800
Paper Planes|M.I.A.|205200
Never Be Alone|TheFatRat|260000
Limitless|Elektronomia|244692
Revolution|Diplo|263716
Cold Water|Major Lazer|185360
Audio|Sia|203400
Stole the Show|Kygo|223187
Complicated (feat. Kiiara)|Dimitri Vegas & Like Mike|184248
On & On|Cartoon|207069
Why We Lose|Cartoon|197486
Animals|Maroon 5|231013
I'd Love To Change The World - Matstubs Remix|Jetta|189973
All We Know|The Chainsmokers|194080
Let Me Hold You (Turn Me On)|Cheat Codes|162425
Lush Life|Zara Larsson|201122
Waiting For Love|Avicii|230613
Hundred Miles|Yall|172413
Hymn for the Weekend|Coldplay|258827
So Far Away (feat. Jamie Scott & Romy Dya)|Martin Garrix|183637
Rolling in the Deep|Adele|228293
Ocean (feat. Khalid)|Martin Garrix|216420
IDGAF|Dua Lipa|217947
The Spark|Afrojack|240893
Only Girl (In The World)|Rihanna|235853
One Dance|Drake|173987
Worth It|Fifth Harmony|224573
Secrets|OneRepublic|224693
Turn Me On (feat. Nicki Minaj)|David Guetta|199680
Five More Hours - Deorro x Chris Brown|Deorro|211975
Somebody Else|Zonoma|200590
Attention|Charlie Puth|211475
Hunter|Galantis|183229
Stay (with Alessia Cara)|Zedd|210091
Do You Mean (feat. Ty Dolla $ign & bülow)|The Chainsmokers|193176
The Heart Wants What It Wants|Selena Gomez|227360
No Vacancy (feat. Amir)|OneRepublic|223863
Under Control|Calvin Harris|184280
Make It Right|Armin van Buuren|199512
Sugar|Maroon 5|235493
House Of Cards (feat. Sidnie Tipton)|KSHMR|188652
Flames|David Guetta|194680
Liquid Blue|The.madpix.project|228565
We Found Love|Rihanna|215227
When The Sun Goes Down|The.madpix.project|234000
Let Me Love You|DJ Snake|205947
Bad Chick|The.madpix.project|292093
Poker Face|Lady Gaga|237400
How Long|Charlie Puth|198237
Diamonds|Rihanna|225147
Love Me Harder|Ariana Grande|236133
Waste It On Me (feat. BTS)|Steve Aoki|192537
Colors (feat. Andreas Moe)|Hardwell|240938
Animals|Maroon 5|231013
Would I Lie to You - Radio Edit|David Guetta|197648
Demons|Imagine Dragons|175200
Ten Feet Tall|Afrojack|229149
Show Me the Way - Radio Edit|The.madpix.project|232500
Moves Like Jagger - Studio Recording From The Voice Performance|Maroon 5|201493
Play Hard (feat. Ne-Yo & Akon) - New Edit|David Guetta|208845
I Gotta Feeling|The Black Eyed Peas|289133
Timber (feat. Ke$ha)|Pitbull|204160
DJ Got Us Fallin' In Love (feat. Pitbull)|Usher|214280
Sweat (Snoop Dogg vs. David Guetta) - David Guetta Remix|Snoop Dogg|196453
Party Rock Anthem|LMFAO|262147
Little Bad Girl (feat. Taio Cruz & Ludacris)|David Guetta|192276
Talk Dirty (feat. 2 Chainz)|Jason Derulo|177685
Treat You Better|Shawn Mendes|187973
There for You|Martin Garrix|221904
Follow Me (feat. Jason Derulo)|Hardwell|199849
Wish You Were Here - Radio Edit|The.madpix.project|270720
Together|Martin Garrix|221274
Mandy|Ian Storm|176853
when u come around|Jay-C|185729
Into Your Arms|Kxa|187103
Solo Dance|Martin Jensen|174933
Don't Wanna Know|Maroon 5|214480
I Feel It Coming|The Weeknd|269187
Shot Me Down (feat. Skylar Grey) - Radio Edit|David Guetta|191412
Lady (feat. Pitbull)|Austin Mahone|211278
By Your Side|Jonas Blue|201254
Shed a Light|Robin Schulz|191379
Counting Stars|OneRepublic|257267
Mercy|Shawn Mendes|208733
Bad (feat. Vassy) - Radio Edit|David Guetta|170625
I Like That|Janelle Monáe|200338
Pynk (feat. Grimes)|Janelle Monáe|240426
Make Me Feel|Janelle Monáe|194230
Django Jane|Janelle Monáe|193506
Tightrope (feat. Big Boi) - Big Boi Vocal Edit|Janelle Monáe|262587
We Are Young (feat. Janelle Monáe)|fun.|250627
Q.U.E.E.N.|Janelle Monáe|310480
Yoga|Janelle Monáe|217679
Cold War|Janelle Monáe|203627
Venus Fly|Grimes|225735
Primetime|Janelle Monáe|280080
Gabby|The Internet|212080
Oh, Maker|Janelle Monáe|226253
Many Moons - EP Version|Janelle Monáe|327520
Electric Lady|Janelle Monáe|308893
Safari|Jidenna|245027
Dance or Die (feat. Saul Williams)|Janelle Monáe|192507
Sincerely, Jane - EP Version|Janelle Monáe|331040
Dance Apocalyptic|Janelle Monáe|205200
Lettin Go! (Album Version)|Janelle Monáe|269187
Locked Inside|Janelle Monáe|256813
Violet Stars Happy Hunting! (feat. The Skunks) - EP Version|Janelle Monáe|193573
We Were Rock and Roll|Janelle Monáe|259467
The Kids (feat. Janelle Monáe)|B.o.B|206907
Faster|Janelle Monáe|199267
Mr. President - EP Version|Janelle Monáe|299680
Can't Live without Your Love|Janelle Monáe|234480
Jalapeño|Janelle Monáe|170867
Fashion (feat. Janelle Monáe)|Paolo Nutini|186213
Cybertronic Purgatory - EP Version|Janelle Monáe|95013
Do My Thing|Estelle|208227
Isn't This The World|Janelle Monáe|252000
Call The Law - Main Version - Explicit|OutKast|291573
Smile - EP Version|Janelle Monáe|238640
Pressure Off (feat. Janelle Monáe and Nile Rodgers)|Duran Duran|261135
What Is Love|Janelle Monáe|212293
Sweet Life|Jeezy|251133
Hum Along And Dance (Gotta Get Down)|Janelle Monáe|183267
In Your Dreams - Main Version - Explicit|OutKast|214600
Be Still|Big Boi|310253
Heroes|Janelle Monáe|199680
A Sky Full of Stars|Coldplay|268467
Adventure of a Lifetime|Coldplay|263787
Slide (feat. Frank Ocean & Migos)|Calvin Harris|230813
Lean On (feat. MØ & DJ Snake)|Major Lazer|176561
Light It Up (feat. Nyla & Fuse ODG) [Remix]|Major Lazer|166138
Cold Water (feat. Justin Bieber & MØ)|Major Lazer|185352
My Love (feat. Major Lazer, WizKid, Dua Lipa)|Wale|228707
Know No Better (feat. Travis Scott, Camila Cabello & Quavo)|Major Lazer|225850
Be the One|Dua Lipa|202915
Mask Off|Future|204600
In My Feelings|Drake|217925
God's Plan|Drake|198973
Stargazing|Kygo|236853
This Town (feat. Sasha Sloan & Gucci Mane) - Gucci Mane Edit|Kygo|202267
Safe And Sound|Capital Cities|192790
Kangaroo Court|Capital Cities|223187
Would You Ever|Skrillex|234286
HUMBLE. - SKRILLEX REMIX|Skrillex|156800
Purple Lamborghini (with Rick Ross)|Skrillex|215510
To Ü (feat. AlunaGeorge)|Jack Ü|237000
Take Ü There (feat. Kiesza)|Jack Ü|210000
Febreze (feat. 2 Chainz)|Jack Ü|214400
Like I Do|David Guetta|202500
FRIENDS|Marshmello|202621
Everyday|Logic|204747
Alone|Marshmello|273803
You Can Cry|Marshmello|194533
Paralyzed|Marshmello|219718
The Weekend - Funk Wav Remix|SZA|171806
Options|Mr. Pig|188889
Malibu|Miley Cyrus|231907
Coming Over|Dillon Francis|178333
Get Low|Dillon Francis|212773
Drunk All the Time (feat. Simon Lord)|Dillon Francis|227893
Kiwi|Fanvel|188808
Liquid Blue - Radio Edit|Papa Wave|208000
Me, Myself & I - Viceroy Remix|G-Eazy|221280
Call On Me - Ryan Riback Remix|Starley|222000
Sweet Lies (Featuring Sam Gray)|SOLANO|206120
Light|San Holo|239853
Deixe-Me Ir - LIVA Remix|1Kilo|285261
Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix|Major Lazer|296350
Coastline (feat. Hollow Coves)|Liu|182521
No Lie|Sean Paul|221176
lift me from the ground|San Holo|260903
We Rise|San Holo|266483
Lines of the Broken|DROELOE|220800
One Dance|Drake|173987
What Lovers Do (feat. SZA)|Maroon 5|199849
Passionfruit|Drake|298941
She Will Be Loved - Radio Mix|Maroon 5|259453
Maps|Maroon 5|189960
Yellow|Coldplay|266773
Fix You|Coldplay|295533
Viva La Vida|Coldplay|242373
Somebody Else|The 1975|347526
Controlla|Drake|245227
You're On (feat. Kyan)|Madeon|192720
Symphony (feat. Zara Larsson)|Clean Bandit|212459
I Miss You (feat. Julia Michaels)|Clean Bandit|205748
Veridis Quo|Daft Punk|345187
Around the World|Daft Punk|429533
Lose Yourself to Dance|Daft Punk|353893
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit|Daft Punk|248413
Get Lucky|Daft Punk|369627
Wake Me Up|Avicii|247427
Without You (feat. Sandro Cavazza)|Avicii|181673
Lonely Together (feat. Rita Ora)|Avicii|181812
The Nights|Avicii|176658
You Make Me|Avicii|233347
For A Better Day|Avicii|206067
Addicted To You|Avicii|148387
Talk To Myself|Avicii|235800
Aerodynamic|Daft Punk|212547
Digital Love|Daft Punk|301373
Harder, Better, Faster, Stronger|Daft Punk|224693
Sweet Dreams (Are Made of This) - Remastered|Eurythmics|216933
Here Comes the Rain Again - Remastered Version|Eurythmics|294587
Blue Savannah|Erasure|259800
A Little Respect (Remastered 2009)|Erasure|213987
Oh L'Amour|Erasure|187613
Love to Hate You|Erasure|235960
It's a Sin - 2001 Remaster|Pet Shop Boys|300293
Always on My Mind|Pet Shop Boys|234907
Go West - 2003 Remaster|Pet Shop Boys|304080
Big in Japan|Alphaville|286160
Relax|Frankie Goes To Hollywood|236787
Hungry Like the Wolf - 2009 Remaster|Duran Duran|220627
Take on Me|a-ha|225280
Enjoy the Silence|Depeche Mode|253587
Just Can't Get Enough|Depeche Mode|220893
Personal Jesus|Depeche Mode|225040
The Look|Roxette|237320
All That She Wants - Remastered|Ace of Base|211213
The Sign|Ace of Base|191240
Can't Get Over You|KVSH|142439
Bottles|Jacala|155587
Cradles|Sub Urban|209829
Tear in My Heart|Twenty One Pilots|188493
Congratulations|pewdiepie|248354
The Git Up|Blanco Brown|200594
Right Now|Confetti|153202
Panini|Lil Nas X|114893
Way Down We Go|KALEO|213707
Mister Glassman|Scotty Sire|221707
High Hopes|Panic! At The Disco|190947
Old Town Road|Lil Nas X|113013
Cutting Shapes|Don Diablo|179048
I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy)|Lil Peep|233613
Jackie Chan|Tiësto|215760
Wassup (Listen To The Horns)|Timmy Trumpet|168856
Too Close|Prismo|201862
Get You The Moon (feat. Snøw)|Kina|179080
Fire Blazing|Dropgun|140571
Rob A Bank|Confetti|173684
People Suck|Confetti|248000
When I Grow Up|Confetti|168931
Ghost|Confetti|169413
You?|Two Feet|168613
