nombre|artista|duracion
Let's Go Home Together|Ella Henderson;Tom Grennan|208692
Call It Love|Felix Jaehn;Ray Dalton|154560
Rather Be - The Magician Remix|Clean Bandit;Jess Glynne;The Magician|274800
I Got A Feeling|Felix Jaehn;Robin Schulz;Georgia Ku|144734
Rather Be - The Magician Remix|Clean Bandit;Jess Glynne;The Magician|274800
Head & Heart|Joel Corry;MNEK|166028
Head & Heart|Joel Corry;MNEK|166028
Winds May Change|Felix Jaehn|186105
Rain In Ibiza|Felix Jaehn;The Stickmen Project;Calum Scott|141931
I Got A Feeling|Felix Jaehn;Robin Schulz;Georgia Ku|144734
Let's Go Home Together|Ella Henderson;Tom Grennan|208692
Let's Go Home Together|Ella Henderson;Tom Grennan|208692
Close Your Eyes|Felix Jaehn;VIZE;Miss Li|159962
Feel Good|Felix Jaehn;Mike Williams|166946
How Deep is Your Love (feat. Disciples)|Calvin Harris;Disciples|212640
BUTTERFLY EFFECT|Travis Scott|190557
Tuesday (feat. Danelle Sandoval)|Burak Yeter;Danelle Sandoval|241874
Breaking Me|Topic;A7S|166793
STARGAZING|Travis Scott|270714
I Love U|The Chainsmokers|185522
Hot In It|Tiësto;Charli XCX|129817
Instant Crush (feat. Julian Casablancas)|Daft Punk;Julian Casablancas|337560
Solo (feat. Demi Lovato)|Clean Bandit;Demi Lovato|222653
Astronomia|Vicetone;Tony Igy|198095
All Around the World (La La La)|R3HAB;A Touch Of Class|147840
In My Mind|Dynoro;Gigi D'Agostino|184560
Lost Without You (with Dean Lewis)|Kygo;Dean Lewis|203609
Latch|Disclosure;Sam Smith|256040
Paradise (feat. Dermot Kennedy)|MEDUZA;Dermot Kennedy|167903
Latch|Disclosure;Sam Smith|256040
Believers|Alan Walker;Conor Maynard|159077
Walk Thru Fire|Vicetone|194482
Day N Night|Afrojack;Black V Neck;Muni Long|179199
Diamond Heart|Alan Walker;Sophia Somajo|240333
Different World (feat. CORSAK)|Alan Walker;K-391;Sofia Carson;CORSAK|202906
Tondo|Disclosure;Eko Roosevelt|329280
Worlds On Fire|Afrojack;R3HAB;Au/Ra|174193
Lose Somebody|Kygo;OneRepublic|199549
Everything but You|Clean Bandit;A7S|198014
Day N Night|Afrojack;Black V Neck;Muni Long|179199
Nowhere|Clean Bandit;Rita Ora;KYLE|226040
Solo|Clean Bandit;Demi Lovato|222706
Tondo|Disclosure;Eko Roosevelt|329280
Help Me Lose My Mind|Disclosure;London Grammar|244174
Friends|Ella Henderson|178298
Tondo|Disclosure;Eko Roosevelt|329280
Mama|Jonas Blue;William Singe|184133
Risk It All|Ella Henderson;House Gospel Choir;Just Kiddin|178064
Another Life|Afrojack;David Guetta;Ester Dean|208689
Sing Me to Sleep|Alan Walker|187800
Something Stupid|Jonas Blue;AWA|176734
Mama|Jonas Blue;William Singe|184133
When A Fire Starts To Burn|Disclosure|283705
I Miss You - Matoma Remix|Clean Bandit;Julia Michaels;Matoma|211312
Mama|Jonas Blue;William Singe|184133
Risk It All|Ella Henderson;House Gospel Choir;Just Kiddin|178064
Mama|Jonas Blue;William Singe|184133
By Your Side|Jonas Blue;RAYE|201254
The Spark|Afrojack;Spree Wilson|243733
Another Life|Afrojack;David Guetta;Ester Dean|208689
Perfect Strangers|Jonas Blue;JP Cooper|196613
Perfect Strangers|Jonas Blue;JP Cooper|196613
Take Care of You - Nathan Dawe Remix|Ella Henderson;Nathan Dawe|198582
Ain't Nobody (Loves Me Better)|Felix Jaehn;Jasmine Thompson|186146
Over Now (with The Weeknd)|Calvin Harris;The Weeknd|210795
YOSEMITE|Travis Scott|150043
Hope|The Chainsmokers;Winona Oak|180120
Obsessed (with Charlie Puth & Shenseea)|Calvin Harris;Charlie Puth;Shenseea|226497
PSYCHO (feat. Aitch) - The Wild Remix|Anne-Marie;The Wild;Aitch|190664
Beautiful Now|Zedd;Jon Bellion|218293
Nightlight|ILLENIUM;Annika Wells|222400
Firestone|Kygo;Conrad Sewell|271640
No Promises (feat. Demi Lovato)|Cheat Codes;Demi Lovato|223503
Light It Up - Remix|Major Lazer;Nyla;Fuse ODG|166138
Waste It On Me|Steve Aoki;BTS|192536
WTF (feat. Amber Van Day)|HUGEL;Amber Van Day|160686
Falling|Besomorph;N3WPORT;Meo|149571
Ciao Adios|Anne-Marie|199773
Takeaway (feat. Lennon Stella) - Pilton Remix|The Chainsmokers;ILLENIUM;Lennon Stella;pilton|213253
Stranger Things (feat. OneRepublic) - Alan Walker Remix|Kygo;OneRepublic;Alan Walker|178413
OUT OUT (feat. Charli XCX & Saweetie)|Joel Corry;Jax Jones;Charli XCX;Saweetie|162603
Tie Me Down (with Elley Duhé)|Gryffin;Elley Duhé|218239
Higher|Clean Bandit;iann dior|203953
Caught Up|Gryffin;Olivia O'Brien|173214
Hero (feat. Christina Perri)|Cash Cash;Christina Perri|197840
Tie Me Down|Gryffin;Elley Duhé|218239
Fake A Smile|Alan Walker;salem ilese|168118
Sad Girls|Clean Bandit;French The Kid;Rema|163472
Sad Girls|Clean Bandit;French The Kid;Rema|163472
Tie Me Down|Gryffin;Elley Duhé|218239
Nightingale|Clean Bandit|164882
Everything but You|Clean Bandit;A7S|198014
Shivering|ILLENIUM;Spiritbox|300916
From the Ashes|ILLENIUM;Skylar Grey|253983
Drive|Clean Bandit;Topic;Wes Nelson|179374
Everything but You|Clean Bandit;A7S|198014
You Were Loved|Gryffin;OneRepublic|221885
Everything but You|Clean Bandit;A7S|198014
Rockabye|Clean Bandit;Sean Paul;Anne-Marie|250456
Everything but You|Clean Bandit;A7S|198014
Story of My Life|ILLENIUM;Sueco;Trippie Redd|191124
Cologne|Clean Bandit;Nikki Cislyn;Javeon|245664
Everything but You|Clean Bandit;A7S|198014
Everything but You|Clean Bandit;A7S|198014
Everything but You|Clean Bandit;A7S|198014
Everything but You|Clean Bandit;A7S|198014
Story of My Life (Heavy Edit) - Remix|ILLENIUM;Sueco;Trippie Redd|240608
Playboy Style|Clean Bandit;Charli XCX;Bhad Bhabie|220067
Best Is Yet To Come|Gryffin;Kyle Reynolds|215201
Everything but You|Clean Bandit;A7S|198014
Remember|Gryffin;ZOHARA|221693
Story of My Life|ILLENIUM;Sueco;Trippie Redd|191124
Real Love|Clean Bandit;Jess Glynne|219691
Rockabye|Clean Bandit;Sean Paul;Anne-Marie|250456
Feels (feat. Pharrell Williams, Katy Perry & Big Sean)|Calvin Harris;Pharrell Williams;Katy Perry;Big Sean|223413
Slide (feat. Frank Ocean & Migos)|Calvin Harris;Frank Ocean;Migos|230813
CAN'T SAY|Travis Scott|198408
Roses|The Chainsmokers;ROZES|226738
Runaway (U & I)|Galantis|227073
Feel So Close - Radio Edit|Calvin Harris|206413
BUTTERFLY EFFECT|Travis Scott|190557
Breathing|Ben Böhmer;Nils Hoffmann;Malou|222605
The Fall|The Chainsmokers;Ship Wrek|196021
Our Song|Anne-Marie;Niall Horan|163733
Make You Say|Zedd;Maren Morris;BEAUZ|206000
Body|Loud Luxury;Brando|163216
Losing It|FISHER|248035
Sick Boy|The Chainsmokers|193200
Stay With Me (with Justin Timberlake, Halsey, & Pharrell)|Calvin Harris;Justin Timberlake;Halsey;Pharrell Williams|229282
Riptide|The Chainsmokers|171359
Be Okay (with HRVY)|R3HAB;HRVY|141600
Lion Heart (feat. Jeremy Oceans & KARRA)|KSHMR;DIVINE;LIT killah;Jeremy Oceans;Karra|186947
Piece Of Your Heart - Alok Remix|MEDUZA;Alok;Goodboys|166451
I Don't Know Why|NOTD;Astrid S|207667
Instagram|Dimitri Vegas & Like Mike;David Guetta;Daddy Yankee;Afro Bros;Natti Natasha;Dimitri Vegas;Like Mike|184558
I Just Called|NEIKED;Anne-Marie;Latto|150560
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit|Riton;Nightcrawlers;Mufasa & Hypeman;Dopamine|169153
Hurts So Good - Slow + Reverb|Astrid S|262936
Get Low|Dillon Francis;DJ Snake|212773
Tie Me Down (with Elley Duhé)|Gryffin;Elley Duhé|218295
Carried Away (Love To Love) (with Madison Beer)|Surf Mesa;Madison Beer|182653
Never Forget You|Zara Larsson;MNEK|213427
Deep Down (feat. Never Dull)|Alok;Ella Eyre;Kenny Dope;Never Dull|165752
Tick Tock (feat. 24kGoldn)|Clean Bandit;Mabel;24kGoldn|178373
Waste It On Me|Steve Aoki;BTS|192536
Chasing Stars (feat. James Bay)|Alesso;Marshmello;James Bay|170457
Ping Pong - Hardwell Remix|Armin van Buuren;Hardwell|180923
Heading Home|Alan Walker;Ruben|184889
Polaroid|Jonas Blue;Liam Payne;Lennon Stella|193377
Million Ways|HRVY|169887
Where Did You Go? (feat. MNEK)|Jax Jones;MNEK|177689
I Don't Wanna Go|Alan Walker;Julie Bergan|161666
Don't You Hold Me Down|Alan Walker;Georgia Ku|132597
Back to My Bed|Elderbrook|202106
Back to My Bed|Elderbrook|202106
Back to My Bed|Elderbrook|202106
Keep You Mine|NOTD;shy martin|174760
I'll Find My Way to You|Elderbrook;Emmit Fenn|264045
Dancing Feet (feat. DNCE)|Kygo;DNCE|215203
I'll Find My Way to You|Elderbrook;Emmit Fenn|264045
One Touch|Jess Glynne;Jax Jones|197875
Hold My Hand|Jess Glynne|227343
Rollin|Jess Glynne|218040
Rollin|Jess Glynne|218040
Nightcall|Kavinsky|258413
Clarity|Zedd;Foxes|271426
When I Grow Up (feat. Wiz Khalifa)|Dimitri Vegas & Like Mike;Dimitri Vegas;Wiz Khalifa|195506
Ocean (feat. Khalid)|Martin Garrix;Khalid|216419
Just Hold On|Steve Aoki;Louis Tomlinson|198774
Piece Of Your Heart|MEDUZA;Goodboys|152913
365|Zedd;Katy Perry|181899
The Ocean (feat. Shy Martin)|Mike Perry;shy martin|183414
Pump It Louder|Tiësto;Black Eyed Peas|158571
Blame (feat. John Newman)|Calvin Harris;John Newman|212960
Tell It To My Heart|MEDUZA;Hozier|165524
BOOM|Tiësto;Sevenn;Gucci Mane|179512
PYRO|Chester Young;Castion|148364
Tired|Alan Walker;Gavin James|192111
Alone|Alan Walker|161200
All By Myself|Alok;Sigala;Ellie Goulding|171747
Seve - Slow Version|Tez Cadey|333333
Heroes (we could be)|Alesso;Tove Lo|210013
WOW (feat. Sabrina Carpenter) - Remix|Zara Larsson;Sabrina Carpenter|179652
No Regrets (feat. Krewella) - RANDALL Remix|KSHMR;Yves V;Krewella;RANDALL|250105
Complicated (feat. Kiiara)|Dimitri Vegas & Like Mike;David Guetta;Dimitri Vegas;Kiiara|184247
Darkside|Alan Walker;Au/Ra;Tomine Harket|211866
I Remember|Cheat Codes;Russell Dickerson|168117
Aurora|K-391;RØRY|164166
Heaven Takes You Home (feat. Connie Constance)|Swedish House Mafia;Connie Constance|214071
Let You Love Me|Rita Ora|190013
Alors on danse - Radio Edit|Stromae|206066
Tomorrow|Fly By Midnight|185474
Reality|Lost Frequencies;Janieck|159480
Monster|LUM!X;Gabry Ponte|154226
Love Me Like a Friend|Fly By Midnight|202266
One More Round (Free Fire Booyah Day Theme Song)|KSHMR;Jeremy Oceans|201246
Close Your Eyes|KSHMR;Tungevaag|168833
Wasted Love (feat. Lagique)|Ofenbach;Lagique|139563
Shockwave|Marshmello|181283
Solo (feat. Demi Lovato)|Clean Bandit;Demi Lovato|222706
Bad|Don Diablo;Zak Abel|169910
Dopamine|Kungs;JHart|179481
Dive|Hot Shade;Mike Perry;Chris James|164490
Something About You|Elderbrook;Rudimental|203200
Forever Young|John De Sohn;LIAMOO|167911
This Girl - Kungs Vs. Cookin' On 3 Burners|Kungs;Cookin' On 3 Burners|195561
Be Right Here|Kungs;Stargate;GOLDN|191000
Clap Your Hands|Kungs|189880
Never Going Home|Kungs|169946
Never Going Home|Kungs|169946
Never Going Home|Kungs|169946
This Girl - Kungs Vs. Cookin' On 3 Burners|Kungs;Cookin' On 3 Burners|195561
This Girl - Kungs Vs. Cookin' On 3 Burners|Kungs;Cookin' On 3 Burners|195561
Summer Moonlight - Club Mix|Bob Sinclar|360224
Pressure (feat. Tove Lo)|Martin Garrix;Tove Lo|144391
U Do|TRFN;Siadou|195057
Head & Heart (feat. MNEK)|Joel Corry;MNEK|166028
FRANCHISE (feat. Young Thug & M.I.A.)|Travis Scott;Young Thug;M.I.A.|202794
Midnight (feat. Liam Payne)|Alesso;Liam Payne|220140
Goodbye|Imanbek;Goodboys|144000
Lose Somebody|Kygo;OneRepublic|199549
World Hold On - FISHER Rework|Bob Sinclar;FISHER;Steve Edwards|178304
Drown (feat. Clinton Kane)|Martin Garrix;Clinton Kane|174062
1 Day 2 Nights|HRVY|138200
Before I Die|Scott Rill;Dayana|168750
Sing Me to Sleep|Alan Walker|189333
Chain My Heart|Topic;Bebe Rexha|146880
Lighter|Nathan Dawe;KSI|182439
Lighter|Nathan Dawe;KSI|182439
Loneliest Time Of Year|Mabel|202693
Goodbye|Nathan Dawe;T. Matthias|174649
Loneliest Time Of Year|Mabel|202693
Goodbye|Nathan Dawe;T. Matthias|174649
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
Loneliest Time Of Year|Mabel|202693
Goodbye|Nathan Dawe;T. Matthias|174649
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
Mad Love|Mabel|169813
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
Flowers|Nathan Dawe;Jaykae;Malika|197209
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
21 Reasons|Nathan Dawe;Ella Henderson|155253
Saturday Night (Feel The Groove)|Brando;Ninetails|153925
21 Reasons|Nathan Dawe;Ella Henderson|155253
September Song|JP Cooper|220290
21 Reasons|Nathan Dawe;Ella Henderson|155253
My Way|Calvin Harris|219159
Jackie Chan|Tiësto;Dzeko;Preme;Post Malone|215759
Get Low|Dillon Francis;DJ Snake|214933
Love Tonight - Edit|Shouse|241970
NO BYSTANDERS|Travis Scott|218283
Great Spirit|Armin van Buuren;Vini Vici;Hilight Tribe|215773
Somebody|The Chainsmokers;Drew Love|221986
Going Dumb|Alesso;CORSAK|168601
Nobody Compares To You (feat. Katie Pearlman)|Gryffin;Katie Pearlman|231290
Ain't My Fault|Zara Larsson|224030
Vale Vale|Alok;Zafrir|193432
Dark Light|VOLB3X;BeatsHoundz|164571
Desire - Gryffin Remix|Years & Years;Gryffin|268840
Famous (feat. Skinny Days)|Tungevaag;Vlade Kay;Jonth;Skinny Days|173368
Be the One|Rudimental;MORGAN;Digga D;TIKE|185530
Come Over|Rudimental;Anne-Marie;Tion Wayne|206657
Desire - Gryffin Remix|Years & Years;Gryffin|268840
Desire - Gryffin Remix|Years & Years;Gryffin|268840
Rockabye (feat. Sean Paul & Anne-Marie)|Clean Bandit;Sean Paul;Anne-Marie|250456
Crave|Years & Years|197073
Summer Love|Rudimental;Rita Ora|258140
Crave|Years & Years|197073
Bad Behaviour|Mabel|205880
Bad Behaviour|Mabel|205880
Love To Lose|Sandro Cavazza;Georgia Ku|177731
Kiss My (Uh Oh)|Anne-Marie;Little Mix|176800
Starstruck|Years & Years|207755
Loneliest Time Of Year|Mabel|202693
Loneliest Time Of Year|Mabel|202693
Loneliest Time Of Year|Mabel|202693
Loneliest Time Of Year|Mabel|202693
Loneliest Time Of Year|Mabel|202693
Loneliest Time Of Year|Mabel|202693
Loneliest Time Of Year|Mabel|202693
Loneliest Time Of Year|Mabel|202693
Starstruck|Years & Years|207755
Loneliest Time Of Year|Mabel|202693
Bad Behaviour|Mabel|205880
Bad Behaviour|Mabel|205880
These Days|Rudimental;Jess Glynne;Macklemore;Dan Caplen|211760
Boyfriend|Mabel|225266
Let Them Know|Mabel|148773
Don't Call Me Up|Mabel|178480
Don't Call Me Up|Mabel|178480
Don't You Wanna Play?|Seeb;Julie Bergan|138733
These Days|Rudimental;Jess Glynne;Macklemore;Dan Caplen|211760
Don't Call Me Up|Mabel|178480
Shine|Years & Years|255506
If You're Over Me|Years & Years|189000
These Days|Rudimental;Jess Glynne;Macklemore;Dan Caplen|211760
High (& Dua Lipa)|Whethan;Dua Lipa|196706
Lady - Hear Me Tonight|Modjo|307153
Promises (with Sam Smith)|Calvin Harris;Sam Smith;Jessie Reyez|213309
Live Fast - PUBGM|Alan Walker;A$AP Rocky;Kameron|225096
First Time|Kygo;Ellie Goulding|193511
MAFIA|Travis Scott|240000
Loop|Martin Garrix;DallasK;Sasha Alex Sloan|190560
Poison|Rita Ora|202906
Afterhours feat. Diplo & Nina Sky|TroyBoi;Diplo;Nina Sky|275604
Antidote|Travis Scott|262693
Love Runs Out (feat. G-Eazy & Sasha Alex Sloan)|Martin Garrix;G-Eazy;Sasha Alex Sloan|164166
Hate You + Love You (feat. AJ Mitchell)|Cheat Codes;AJ Mitchell|198874
UP|INNA;Sean Paul|148944
Potion (with Dua Lipa & Young Thug)|Calvin Harris;Dua Lipa;Young Thug|215215
85%|Loote;gnash|174106
Stereo Love - Edit|Edward Maya;Vika Jigulina|184015
I Need Your Love (feat. Ellie Goulding)|Calvin Harris;Ellie Goulding|234506
Bomb A Drop|Garmiani|158554
Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2|Diplo;French Montana;Lil Pump;Zhavia|181720
Mayhem|Steve Aoki;Quintino|157031
Better Days|NEIKED;Mae Muller;Polo G|160656
Good Vibes|HRVY;Matoma|170280
Better Days|NEIKED;Mae Muller;Polo G|160656
Everything Goes On|Porter Robinson;League of Legends|202821
Lean On Me|Cheat Codes;Tinashe|149856
Better Days|NEIKED;Mae Muller;Polo G|160656
Don't Let Me Let Go|Dillon Francis;ILLENIUM;EVAN GIIA|205479
Solo Dance|Martin Jensen|174933
Fake A Smile|Alan Walker;salem ilese|165335
Told You So|HRVY|177013
Come Over|Rudimental;Anne-Marie;Tion Wayne|206657
Be the One|Rudimental;MORGAN;Digga D;TIKE|185530
Come Over|Rudimental;Anne-Marie;Tion Wayne|206657
Jumper|Rudimental;Kareen Lomax|194793
Rampage (Free Fire Rampage Theme Song)|Dimitri Vegas & Like Mike|159640
You Were Loved (with OneRepublic)|Gryffin;OneRepublic|221885
I Just Called|NEIKED;Anne-Marie;Latto|150560
I Just Called|NEIKED;Anne-Marie;Latto|150560
Make It|Demeter|173009
I Just Called|NEIKED;Anne-Marie;Latto|150560
I Just Called|NEIKED;Anne-Marie;Latto|150560
I Just Called|NEIKED;Anne-Marie;Latto|150560
In The Night|Fly By Midnight|206000
Follow Me|Sam Feldt;Rita Ora|169672
Redemption|Besomorph;Coopex;RIELL|157500
Summer Love|Rudimental;Rita Ora|258140
I Just Called|NEIKED;Anne-Marie;Latto|150560
Undress Rehearsal|Timeflies|214786
Hey Baby|Tungevaag;Raaban;A7S|180490
These Days|Rudimental;Jess Glynne;Macklemore;Dan Caplen|211760
Moth To A Flame (with The Weeknd)|Swedish House Mafia;The Weeknd|234000
Good Things Fall Apart (with Jon Bellion)|ILLENIUM;Jon Bellion|216668
Stole the Show|Kygo;Parson James|223186
BED|Joel Corry;RAYE;David Guetta|178087
Sugar (feat. Francesco Yates)|Robin Schulz;Francesco Yates|219043
OK Not To Be OK - Lost Stories Remix|Marshmello;Demi Lovato;Lost Stories|185483
Young|The Chainsmokers|224773
I Want You To Know|Zedd;Selena Gomez|240000
Ruin My Life|Zara Larsson|190931
After You (feat. Calle Lehmann)|Gryffin;Jason Ross;Calle Lehmann|224569
Bad Girl - JVKE Remix|Daya;JVKE|166222
Safe With Me (with Audrey Mika)|Gryffin;Audrey Mika|205164
Into You|Matisse & Sadko;Hanne Mjøen|161538
These Days (feat. Jess Glynne, Macklemore & Dan Caplen)|Rudimental;Jess Glynne;Macklemore;Dan Caplen|210772
Happy Now|Kygo;Sandro Cavazza|211362
Stay With Me (with Justin Timberlake, Halsey & Pharrell)|Calvin Harris;Justin Timberlake;Halsey;Pharrell Williams|229282
Call It Love|Felix Jaehn;Ray Dalton|154560
Baila Conmigo|Tiësto|146249
Better Days|NEIKED;Mae Muller;Polo G|160656
Love Again (feat. Alida)|Alok;Alida|147401
Jadi Buti (feat. Rashmeet Kaur)|Major Lazer;Nucleya;Rashmeet Kaur;Diplo|163846
Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA)|Dillon Francis;ILLENIUM;EVAN GIIA|205479
I Just Called|NEIKED;Anne-Marie;Latto|150560
No Sleep (feat. Bonn)|Martin Garrix;Bonn|207094
Ocean Drive|Duke Dumont|206320
Ocean Drive|Duke Dumont|206320
Melody|Sigala|167142
Ocean Drive|Duke Dumont|206320
By Your Side|Mike Perry|155121
I Just Called|NEIKED;Anne-Marie;Latto|150560
I Just Called|NEIKED;Anne-Marie;Latto|150560
I Just Called|NEIKED;Anne-Marie;Latto|150560
Worlds On Fire (with R3HAB & Au/Ra)|Afrojack;R3HAB;Au/Ra|174193
Pretty|Astrid S;Dagny|175777
The Bender|Matoma;Brando|184320
I Got U|Duke Dumont;Jax Jones|285596
The Bender|Matoma;Brando|184320
I Just Called|NEIKED;Anne-Marie;Latto|150560
The Bender|Matoma;Brando|184320
Annie|Majestic|156694
The Bender|Matoma;Brando|184320
The Power|Duke Dumont;Zak Abel|197449
Juliet & Romeo|Martin Solveig;Roy Woods|204514
I Just Called|NEIKED;Anne-Marie;Latto|150560
Places|Martin Solveig;Ina Wroldsen|202745
I Got U|Duke Dumont;Jax Jones|285596
Therapy|Duke Dumont|220476
Think Before I Talk|Astrid S|184908
False Alarm|Matoma;Becky Hill|224271
Let It Rain Down|Alle Farben;PollyAnna|158704
Ocean Drive|Duke Dumont|206320
This Town (feat. Sasha Alex Sloan)|Kygo;Sasha Alex Sloan|202280
Good Thing (with Kehlani)|Zedd;Kehlani|210901
Jadi Buti (feat. Rashmeet Kaur)|Major Lazer;Nucleya;Rashmeet Kaur|163846
Paris|The Chainsmokers|221520
ASTROTHUNDER|Travis Scott|142969
To Be Young (feat. Doja Cat)|Anne-Marie;Doja Cat|194758
New|Daya|230879
Do You?|TroyBoi|195790
Remember|Becky Hill;David Guetta|160766
Don't Say Goodbye (feat. Tove Lo)|Alok;Ilkay Sencan;Tove Lo|186700
Do It All Again|Punctual;Jordan Shaw|137419
Under Control (feat. Hurts)|Calvin Harris;Alesso;Hurts|184280
All Falls Down (feat. Juliander)|Alan Walker;Noah Cyrus;Digital Farm Animals;Juliander|199111
It Don’t Matter - Spotify Singles|Alok;Sofi Tukker;INNA|173742
Lifetime (with Ty Dolla $ign & 070 Shake)|Swedish House Mafia;Ty Dolla $ign;070 Shake|186805
Stay the Night|Sigala;Talia Mar|171954
Born To Be Yours|Kygo;Imagine Dragons|193320
Mama|Jonas Blue;William Singe|184133
Get Lucky (feat. Pharrell Williams & Nile Rodgers)|Daft Punk;Pharrell Williams;Nile Rodgers|369626
Faded - Lost Stories Remix|Alan Walker|211165
Jerusalema (feat. Nomcebo Zikode)|Master KG;Nomcebo Zikode|342612
DANCE|CLMD;Tungevaag|174448
Goodbye (feat. Lyse) - Slow Version|Feder;Lyse|185173
Lovefool|twocolors|190487
American Psycho (with Mae Muller feat. Trippie Redd)|Marshmello;Mae Muller;Trippie Redd|153195
Fast Car|Jonas Blue;Dakota|212424
Landscape|Jarico|216097
Lonely (with Jonas Brothers)|Diplo;Jonas Brothers|139809
You for Me|Sigala;Rita Ora|175435
Pumped Up Kicks|Madism;MKJ;Felix Samuel|145161
Sun Is Shining|Axwell /\ Ingrosso;Axwell;Sebastian Ingrosso|254653
Ordinary Life - KDDK Phonk Remix|Imanbek;KDDK;KIDDO;Wiz Khalifa|165333
Who I Am|Anne-Marie|152493
All For Love|Tungevaag;Raaban;Richard Smitt|180484
Questions|Lost Frequencies;James Arthur|177156
Post Malone (feat. RANI)|Sam Feldt;RANI|174444
We Are Mirage|Eric Prydz;Empire of the Sun|379500
My Heart Goes (La Di Da) (feat. Topic)|Becky Hill;Topic|148960
Do It Better (feat. Zoe Wees)|Felix Jaehn;Zoe Wees|170045
Hopeless Heart|Keanu Silva;Toby Romeo;SACHA|151903
On My Way - Da Tweekaz Remix|Alan Walker;Sabrina Carpenter;Farruko;Da Tweekaz|204198
Stay Young|Mike Perry;Tessa|157004
Hopeless Heart|Keanu Silva;Toby Romeo;SACHA|151903
Never Really Loved Me (with Dean Lewis)|Kygo;Dean Lewis|202158
We Are Mirage|Eric Prydz;Empire of the Sun|379500
We Are Mirage|Eric Prydz;Empire of the Sun|379500
Hopeless Heart|Keanu Silva;Toby Romeo;SACHA|151903
I Hope That It Hurts|Nicky Romero;Norma Jean Martine|160214
So Close|NOTD;Felix Jaehn;Captain Cuts;Georgia Ku|190302
WAKE UP|Travis Scott|231963
Know No Better|Major Lazer;Travis Scott;Camila Cabello;Quavo|225849
Lullaby|R3HAB;Mike Williams|160183
Feel Good (feat. Daya)|Gryffin;ILLENIUM;Daya|248156
Spotlight|Marshmello;Lil Peep|177600
Funny|Zedd;Jasmine Thompson|221465
She Said (Big Jet Plane)|Trinix;Queen D|173750
My Pony|R3HAB|153414
Dandelion|Galantis;JVKE|140011
That's My Name|Akcent|248236
Particula|Major Lazer;DJ Maphorisa;Nasty C;Ice Prince;Patoranking;Jidenna|204654
REMEDY|Alesso|190295
Everybody Hates Me|The Chainsmokers|223466
This Girl (Kungs Vs. Cookin' On 3 Burners)|Kungs;Cookin' On 3 Burners|195546
Gone (Da Da Da)|Imanbek;Jay Sean|163880
What Would You Do?|Joel Corry;David Guetta;Bryson Tiller|174215
Routine|Alan Walker;David Whistle|166973
Savage|Tiësto;Deorro|167500
Ruin My Life|Zara Larsson|190050
Nobody To Love (with Loren Gray)|TELYKast;Loren Gray|146372
Wish You Were Here|Vicetone;Willim;黄霄雲|165172
I Miss You (feat. Julia Michaels)|Clean Bandit;Julia Michaels|205986
Family|The Chainsmokers;Kygo|194826
Numb|Arc North;Aaron Richards;New Beat Order;Cour|130677
Going Dumb (with Stray Kids)|Alesso;CORSAK;Stray Kids|169506
Do It All for You|Alan Walker;Trevor Guthrie|174560
FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX|Travis Scott;Future;Young Thug;M.I.A.|207394
Love Me Now (feat. Zoe Wees)|Kygo;Zoe Wees|195880
Post Malone (feat. RANI)|Sam Feldt;RANI|174444
We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song|Martin Garrix;Bono;The Edge|217000
Sad Boy (feat. Ava Max & Kylie Cantrall)|R3HAB;Jonas Blue;Ava Max;Kylie Cantrall|141204
He's a Pirate - Hans Zimmer vs Dimitri Vegas & Like Mike / Bonus Track|Dimitri Vegas & Like Mike|210973
I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir)|Oliver Heldens;Nile Rodgers;House Gospel Choir|157205
So Sick|Jubël|177634
Lost Without You (feat. Clara Mae)|Fly By Midnight;Clara Mae|165814
So Sick|Jubël|177634
Blow The Roof|Louis The Child;Kasbo;EVAN GIIA|184919
So Sick|Jubël|177634
So Sick|Jubël|177634
